clade_name	TrimGalore/WM01_S1_R1_001_val_1.fq.gz	TrimGalore/WM02_S2_R1_001_val_1.fq.gz	TrimGalore/WM03_S3_R1_001_val_1.fq.gz	TrimGalore/WM04_S4_R1_001_val_1.fq.gz	TrimGalore/WM05_S5_R1_001_val_1.fq.gz	TrimGalore/WM11_S6_R1_001_val_1.fq.gz	TrimGalore/WM12_S7_R1_001_val_1.fq.gz	TrimGalore/WM13_S8_R1_001_val_1.fq.gz	TrimGalore/WM14_S9_R1_001_val_1.fq.gz	TrimGalore/WM15_S10_R1_001_val_1.fq.gz	TrimGalore/WM16_S11_R1_001_val_1.fq.gz	TrimGalore/WM17_S12_R1_001_val_1.fq.gz	TrimGalore/WM18_S13_R1_001_val_1.fq.gz	TrimGalore/WM19_S14_R1_001_val_1.fq.gz	TrimGalore/WM20_S15_R1_001_val_1.fq.gz	TrimGalore/WM21_S16_R1_001_val_1.fq.gz	TrimGalore/WM22_S17_R1_001_val_1.fq.gz	TrimGalore/WM23_S18_R1_001_val_1.fq.gz	TrimGalore/WM24_S19_R1_001_val_1.fq.gz
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Hylemonella|s__Hylemonella gracilis_D	0.0	0.0	0.0153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Hylemonella|s__Hylemonella gracilis_D|t__GCA_945862005.1	0.0	0.0	0.0153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans	0.0428	0.1439	0.4915	0.1415	0.0962	0.3361	0.4460999999999999	0.6577999999999999	0.4848	0.5055999999999999	0.5007	0.0	0.0	0.0	0.031	0.0	0.0	0.0318	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans_A	0.1473	0.1585	2.0969	0.121	0.1106	0.1024	0.1305	0.1648	0.1296	0.0874	0.1702	0.0365	0.0	0.0	0.0567	0.0599	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans_A|s__Limnohabitans_A sp009693505	0.0	0.0	0.8513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans_A|s__Limnohabitans_A sp009693505|t__GCA_009693505.1	0.0	0.0	0.8513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans_A|s__Limnohabitans_A sp937897495	0.1473	0.1585	1.1789	0.121	0.1106	0.1024	0.0957	0.1169	0.1296	0.0874	0.1702	0.0	0.0	0.0	0.0258	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans_A|s__Limnohabitans_A sp937897495|t__GCA_937897495.1	0.1473	0.1585	1.1789	0.121	0.1106	0.1024	0.0957	0.1169	0.1296	0.0874	0.1702	0.0	0.0	0.0	0.0258	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans_A|s__Limnohabitans_A sp945901045	0.0	0.0	0.0667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans_A|s__Limnohabitans_A sp945901045|t__GCA_945901045.1	0.0	0.0	0.0667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans_A|s__Limnohabitans_A sp947447245	0.0	0.0	0.0	0.0	0.0	0.0	0.0348	0.0479	0.0	0.0	0.0	0.0365	0.0	0.0	0.0309	0.0599	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans_A|s__Limnohabitans_A sp947447245|t__GCA_947447245.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0348	0.0479	0.0	0.0	0.0	0.0365	0.0	0.0	0.0309	0.0599	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans|s__Limnohabitans parapertussis_A	0.0	0.0	0.0381	0.0407	0.0	0.0925	0.089	0.1441	0.1163	0.1025	0.1003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans|s__Limnohabitans parapertussis_A|t__GCA_945900695.1	0.0	0.0	0.0381	0.0407	0.0	0.0925	0.089	0.1441	0.1163	0.1025	0.1003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans|s__Limnohabitans sp013205525	0.0	0.0547	0.1756	0.0	0.034	0.0772	0.0782	0.0972	0.0831	0.0945	0.0644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans|s__Limnohabitans sp013205525|t__GCA_013205525.1	0.0	0.0547	0.1756	0.0	0.034	0.0772	0.0782	0.0972	0.0831	0.0945	0.0644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans|s__Limnohabitans sp945870575	0.0428	0.0892	0.0606	0.0547	0.0622	0.112	0.1513	0.2422	0.1852	0.2198	0.224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans|s__Limnohabitans sp945870575|t__GCA_945870575.1	0.0428	0.0892	0.0606	0.0547	0.0622	0.112	0.1513	0.2422	0.1852	0.2198	0.224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans|s__Limnohabitans sp945871945	0.0	0.0	0.1424	0.0461	0.0	0.0544	0.0815	0.1028	0.0731	0.0888	0.0662	0.0	0.0	0.0	0.031	0.0	0.0	0.0318	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans|s__Limnohabitans sp945871945|t__GCA_945871945.1	0.0	0.0	0.1424	0.0461	0.0	0.0544	0.0815	0.1028	0.0731	0.0888	0.0662	0.0	0.0	0.0	0.031	0.0	0.0	0.0318	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans|s__Limnohabitans sp945899335	0.0	0.0	0.0748	0.0	0.0	0.0	0.0461	0.0715	0.0271	0.0	0.0458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnohabitans|s__Limnohabitans sp945899335|t__GCA_945899335.1	0.0	0.0	0.0748	0.0	0.0	0.0	0.0461	0.0715	0.0271	0.0	0.0458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Methylibium	0.0	0.2425	0.1524	0.1724	0.2603	0.1171	0.0881	0.0841	0.0	0.0754	0.0956	0.2618	0.2454	0.1295	0.1986	0.2935	0.3343	0.378	0.4822
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Methylibium|s__Methylibium sp001425905	0.0	0.2425	0.1524	0.1724	0.2603	0.1171	0.0881	0.0841	0.0	0.0754	0.0956	0.2618	0.2454	0.1295	0.1986	0.2935	0.3343	0.378	0.4822
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Methylibium|s__Methylibium sp001425905|t__GCF_001425905.1	0.0	0.2425	0.1524	0.1724	0.2603	0.1171	0.0881	0.0841	0.0	0.0754	0.0956	0.2618	0.2454	0.1295	0.1986	0.2935	0.3343	0.378	0.4822
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Noviherbaspirillum_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0724	0.0575	0.0	0.0	0.0	0.0	0.0	0.1316
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Noviherbaspirillum_A|s__Noviherbaspirillum_A suwonense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0724	0.0575	0.0	0.0	0.0	0.0	0.0	0.1316
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Noviherbaspirillum_A|s__Noviherbaspirillum_A suwonense|t__GCF_900182955.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0724	0.0575	0.0	0.0	0.0	0.0	0.0	0.1316
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__PBB1	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2005	0.2752	0.1441	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__PBB1|s__PBB1 sp947462175	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2005	0.2752	0.1441	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__PBB1|s__PBB1 sp947462175|t__GCA_947462175.1	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2005	0.2752	0.1441	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0616	0.0	0.0562
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia fungorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0616	0.0	0.0562
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia fungorum|t__GCF_902833645.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0616	0.0	0.0562
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pelomonas	0.0	0.0	0.6975	0.1443	0.0	0.0642	0.0482	0.0	0.0	0.0792	0.0653	0.0	0.0	0.0	0.0	0.1169	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pelomonas|s__Pelomonas sp016195825	0.0	0.0	0.6975	0.1443	0.0	0.0642	0.0482	0.0	0.0	0.0792	0.0653	0.0	0.0	0.0	0.0	0.1169	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pelomonas|s__Pelomonas sp016195825|t__GCA_016195825.1	0.0	0.0	0.6975	0.1443	0.0	0.0642	0.0482	0.0	0.0	0.0792	0.0653	0.0	0.0	0.0	0.0	0.1169	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pigmentiphaga	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pigmentiphaga|s__Pigmentiphaga litoralis_A	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pigmentiphaga|s__Pigmentiphaga litoralis_A|t__GCF_013408655.1	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polaromonas	0.0	0.0	2.1098	0.0855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0211	0.0	0.0	0.1222	0.1236	0.0	0.1339
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polaromonas|s__Polaromonas sp002256925	0.0	0.0	1.9712	0.0855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1222	0.1236	0.0	0.1339
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polaromonas|s__Polaromonas sp002256925|t__GCA_002256925.1	0.0	0.0	1.9712	0.0855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1222	0.1236	0.0	0.1339
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polaromonas|s__Polaromonas sp016185115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0211	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polaromonas|s__Polaromonas sp016185115|t__GCF_016185115.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0211	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polaromonas|s__Polaromonas sp945860515	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polaromonas|s__Polaromonas sp945860515|t__GCA_945860515.1	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polaromonas|s__Polaromonas sp945871335	0.0	0.0	0.0486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polaromonas|s__Polaromonas sp945871335|t__GCA_945871335.1	0.0	0.0	0.0486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polaromonas|s__Polaromonas sp947505915	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polaromonas|s__Polaromonas sp947505915|t__GCA_947505915.1	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter	0.15	0.1482	0.6284	0.1873999999999999	0.3142	0.2825	0.2721	0.3612999999999999	0.319	0.2188999999999999	0.3433	0.0542	0.0	0.0	0.0897999999999999	0.1176	0.0441	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter meluiroseus_B	0.0	0.0	0.0558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0212	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter meluiroseus_B|t__GCA_945864455.1	0.0	0.0	0.0558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0212	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter meluiroseus_C	0.1087	0.0939	0.2124	0.144	0.2626	0.1166	0.0775	0.0968	0.1397	0.0786	0.1777	0.0	0.0	0.0	0.0	0.0	0.0441	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter meluiroseus_C|t__GCA_945878885.1	0.1087	0.0939	0.2124	0.144	0.2626	0.1166	0.0775	0.0968	0.1397	0.0786	0.1777	0.0	0.0	0.0	0.0	0.0	0.0441	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter meluiroseus_E	0.0	0.0	0.0	0.0	0.0	0.0	0.0246	0.0297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter meluiroseus_E|t__GCA_943329505.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0246	0.0297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter sp002292975	0.0	0.0	0.0881	0.0	0.0	0.0359	0.0279	0.0474	0.0603	0.0591	0.0627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter sp002292975|t__GCA_002292975.1	0.0	0.0	0.0881	0.0	0.0	0.0359	0.0279	0.0474	0.0603	0.0591	0.0627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter sp002359975	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.047	0.0	0.0	0.0	0.0438	0.0	0.0	0.0337	0.0534	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter sp002359975|t__GCA_002359975.1	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.047	0.0	0.0	0.0	0.0438	0.0	0.0	0.0337	0.0534	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter sp009924985	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter sp009924985|t__GCA_009924985.1	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter sp009927445	0.0413	0.0543	0.1463	0.0434	0.0516	0.13	0.1091	0.1215	0.119	0.0812	0.1029	0.0	0.0	0.0	0.0349	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter sp009927445|t__GCA_009927445.1	0.0413	0.0543	0.1463	0.0434	0.0516	0.13	0.1091	0.1215	0.119	0.0812	0.1029	0.0	0.0	0.0	0.0349	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter sp013205155	0.0	0.0	0.0288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter sp013205155|t__GCA_013205155.1	0.0	0.0	0.0288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter sp016462905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0374	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter sp016462905|t__GCA_016462905.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0374	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter sp943325205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0104	0.0	0.0	0.0	0.0268	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter sp943325205|t__GCA_943325205.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0104	0.0	0.0	0.0	0.0268	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__RFPW01	0.0	0.0	0.0436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__RFPW01|s__RFPW01 sp009925965	0.0	0.0	0.0436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__RFPW01|s__RFPW01 sp009925965|t__GCA_009925965.1	0.0	0.0	0.0436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Rhodoferax	0.1221	0.1929	0.785	0.3127	0.1638	0.4393	0.5247	0.7001999999999999	0.5898	0.5218	0.6532	0.0	0.2109	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Rhodoferax_C	0.0	0.0	0.1802	0.0	0.0804	0.0691	0.0525	0.0952	0.0655	0.0566	0.0823	0.0	0.0	0.0	0.2964	0.0	1.0329	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Rhodoferax_C|s__Rhodoferax_C aquaticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2876	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Rhodoferax_C|s__Rhodoferax_C aquaticus|t__GCF_006974105.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2876	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Rhodoferax_C|s__Rhodoferax_C sp004293725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2964	0.0	0.7453	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Rhodoferax_C|s__Rhodoferax_C sp004293725|t__GCA_004293725.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2964	0.0	0.7453	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Rhodoferax_C|s__Rhodoferax_C sp016463455	0.0	0.0	0.1802	0.0	0.0804	0.0691	0.0525	0.0952	0.0655	0.0566	0.0823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
