bin	id
WM01_S1_026	K09969
WM01_S1_026	K10022
WM01_S1_026	K10047
WM01_S1_026	K10111
WM01_S1_026	K10112
WM01_S1_026	K10112
WM01_S1_026	K10112
WM01_S1_026	K10117
WM01_S1_026	K10125
WM01_S1_026	K10125
WM01_S1_026	K10125
WM01_S1_026	K10232
WM01_S1_026	K10234
WM01_S1_026	K10439
WM01_S1_026	K10440
WM01_S1_026	K10441
WM01_S1_026	K10540
WM01_S1_026	K10544
WM01_S1_026	K10545
WM01_S1_026	K10563
WM01_S1_026	K10563
WM01_S1_026	K10563
WM01_S1_026	K10563
WM01_S1_026	K10797
WM01_S1_026	K10804
WM01_S1_026	K10804
WM01_S1_026	K10907
WM01_S1_026	K10907
WM01_S1_026	K11066
WM01_S1_026	K11069
WM01_S1_026	K11070
WM01_S1_026	K11071
WM01_S1_026	K11072
WM01_S1_026	K11073
WM01_S1_026	K11079
WM01_S1_026	K11142
WM01_S1_026	K11150
WM01_S1_026	K11150
WM01_S1_026	K11150
WM01_S1_026	K11150
WM01_S1_026	K11150
WM01_S1_026	K11154
WM01_S1_026	K11154
WM01_S1_026	K11154
WM01_S1_026	K11154
WM01_S1_026	K11154
WM01_S1_026	K11175
WM01_S1_026	K11187
WM01_S1_026	K11187
WM01_S1_026	K11407
WM01_S1_026	K11529
WM01_S1_026	K11532
WM01_S1_026	K11532
WM01_S1_026	K11532
WM01_S1_026	K11720
WM01_S1_026	K11751
WM01_S1_026	K11751
WM01_S1_026	K11778
WM01_S1_026	K11778
WM01_S1_026	K11816
WM01_S1_026	K11816
WM01_S1_026	K11816
WM01_S1_026	K11954
WM01_S1_026	K12132
WM01_S1_026	K12132
WM01_S1_026	K12132
WM01_S1_026	K12251
WM01_S1_026	K12253
WM01_S1_026	K12255
WM01_S1_026	K12256
WM01_S1_026	K12256
WM01_S1_026	K12256
WM01_S1_026	K12308
WM01_S1_026	K12308
WM01_S1_026	K12308
WM01_S1_026	K12369
WM01_S1_026	K12702
WM01_S1_026	K13020
WM01_S1_026	K13020
WM01_S1_026	K13020
WM01_S1_026	K13020
WM01_S1_026	K13020
WM01_S1_026	K13479
WM01_S1_026	K13479
WM01_S1_026	K13529
WM01_S1_026	K13529
WM01_S1_026	K13530
WM01_S1_026	K13530
WM01_S1_026	K13547
WM01_S1_026	K13547
WM01_S1_026	K13587
WM01_S1_026	K13587
WM01_S1_026	K13587
WM01_S1_026	K13587
WM01_S1_026	K13609
WM01_S1_026	K13609
WM01_S1_026	K13609
WM01_S1_026	K13668
WM01_S1_026	K13668
WM01_S1_026	K13668
WM01_S1_026	K13668
WM01_S1_026	K13668
WM01_S1_026	K13668
WM01_S1_026	K13669
WM01_S1_026	K13669
WM01_S1_026	K13669
