	SMPL0	SMPL1	SMPL2	SMPL3	SMPL4	SMPL5	SMPL6	SMPL7	SMPL8	SMPL9	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19
OTU9137	0	0	0	0	0	0	10	1	2	0	0	0	0	0	0	0	0	0	0	9
OTU9138	0	0	0	0	0	0	7	3	3	3	0	0	0	0	0	0	0	0	6	0
OTU9139	0	0	0	0	0	0	1	3	5	0	0	0	0	0	0	0	4	0	1	8
OTU9140	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	6	8
OTU9141	0	2	0	0	0	0	3	8	8	0	1	0	0	0	0	0	0	0	0	0
OTU9142	0	0	0	17	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0
OTU9143	0	6	3	1	7	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU9144	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	14	0	0
OTU9145	0	3	0	0	2	2	0	4	2	0	0	0	0	0	0	0	4	4	1	0
OTU9146	0	1	0	0	4	2	4	8	2	0	0	0	0	0	0	0	0	1	0	0
OTU9147	0	4	2	0	1	5	0	1	7	1	0	0	0	0	0	0	0	1	0	0
OTU9148	0	0	0	3	0	0	2	2	5	0	0	0	0	0	0	0	0	0	10	0
OTU9149	0	2	1	1	3	0	0	2	10	0	1	0	0	0	0	0	1	0	0	1
OTU9150	0	8	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0
OTU9151	0	0	2	0	8	0	0	0	0	5	0	0	1	0	0	0	1	5	0	0
OTU9152	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	17	0	0	0
OTU9153	0	1	2	0	1	1	6	2	5	1	0	0	0	0	0	0	0	2	1	0
OTU9154	0	0	0	0	0	1	5	0	15	0	1	0	0	0	0	0	0	0	0	0
OTU9155	0	3	5	0	4	3	0	0	4	0	0	0	0	0	3	0	0	0	0	0
OTU9156	0	0	0	0	0	1	2	9	10	0	0	0	0	0	0	0	0	0	0	0
OTU9157	0	0	1	0	0	0	2	3	1	1	0	0	0	0	0	0	5	7	1	1
OTU9158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0
OTU9159	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	12
OTU9160	0	17	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9161	0	4	0	0	0	0	3	8	0	0	0	0	2	3	0	0	0	0	2	0
OTU9162	0	11	1	0	4	1	0	2	1	0	0	0	0	0	0	0	0	2	0	0
OTU9163	0	1	0	0	0	4	1	4	3	0	0	0	0	0	0	0	0	0	9	0
OTU9164	0	1	0	18	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
OTU9165	0	8	9	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9166	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	14	1	0	0
OTU9167	0	0	0	0	0	4	0	10	2	0	0	0	0	0	0	0	0	0	6	0
OTU9168	0	1	0	1	0	0	0	1	4	0	1	0	0	1	0	0	3	4	2	4
OTU9169	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
OTU9170	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	13	5	1
OTU9171	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	3	0	0	0	8
OTU9172	0	2	0	0	3	1	1	1	1	1	0	0	1	0	0	1	1	6	3	0
OTU9173	0	1	0	2	0	1	0	3	6	0	0	0	0	0	0	2	0	0	0	7
OTU9174	0	0	0	0	0	1	4	3	3	2	0	0	1	0	2	1	3	2	0	0
OTU9175	0	0	0	0	0	0	6	1	3	0	0	0	0	0	0	0	12	0	0	0
OTU9176	0	8	5	0	2	0	2	1	0	1	0	0	0	0	0	0	0	3	0	0
OTU9177	0	6	5	0	0	0	1	1	3	2	1	0	0	0	0	0	1	1	1	0
OTU9178	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9179	0	2	0	0	1	0	1	3	7	5	1	0	0	1	0	1	0	0	0	0
OTU9180	0	4	5	1	1	3	1	1	4	0	0	0	0	0	0	0	0	1	1	0
OTU9181	0	0	0	0	1	1	2	1	3	0	0	0	1	0	1	0	6	5	1	0
OTU9182	0	0	4	1	3	2	0	3	4	4	0	0	0	0	0	0	0	1	0	0
OTU9183	0	0	2	0	6	0	0	5	2	0	0	0	0	1	4	1	0	0	1	0
OTU9184	0	1	1	16	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU9185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0
OTU9186	0	3	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	9	4	1
OTU9187	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
OTU9188	0	0	0	0	0	0	0	11	6	2	0	0	0	0	0	0	0	0	0	3
OTU9189	0	5	0	0	0	0	3	0	5	3	2	0	0	1	2	0	0	1	0	0
OTU9190	0	2	0	0	0	0	7	2	3	2	2	0	0	1	0	2	0	1	0	0
OTU9191	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	8
OTU9192	0	2	0	6	0	2	0	3	6	0	0	0	0	0	0	0	0	0	3	0
OTU9193	0	2	0	0	0	0	1	0	2	1	0	1	0	3	3	0	8	1	0	0
OTU9194	0	0	0	0	0	0	2	10	6	2	1	0	0	1	0	0	0	0	0	0
OTU9195	0	0	0	0	0	0	1	2	1	0	1	0	3	0	0	0	0	6	7	1
OTU9196	0	0	0	13	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7
OTU9197	0	2	1	0	0	1	0	15	0	3	0	0	0	0	0	0	0	0	0	0
OTU9198	0	0	0	0	6	0	5	3	8	0	0	0	0	0	0	0	0	0	0	0
OTU9199	0	0	0	0	1	1	0	7	1	0	0	0	0	0	0	0	0	8	0	4
OTU9200	0	0	0	0	0	0	4	17	1	0	0	0	0	0	0	0	0	0	0	0
OTU9201	0	0	0	0	0	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0
OTU9202	0	0	0	0	0	0	11	0	6	0	0	0	0	0	0	0	0	0	5	0
OTU9203	0	0	0	1	0	0	9	7	3	2	0	0	0	0	0	0	0	0	0	0
OTU9204	0	6	6	0	4	0	3	1	1	0	0	0	0	0	0	1	0	0	0	0
OTU9205	0	7	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
OTU9206	0	0	0	0	4	3	1	5	5	1	0	0	0	1	0	0	0	1	0	1
OTU9207	0	0	1	0	1	5	1	0	2	3	1	0	0	0	0	1	2	3	0	2
OTU9208	0	0	1	1	1	2	3	1	3	2	0	0	0	0	1	0	1	4	1	1
OTU9209	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	19	0
OTU9210	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9211	0	0	0	0	0	0	1	0	5	0	1	1	0	0	0	0	1	5	1	7
OTU9212	0	2	5	0	11	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0
OTU9213	0	5	0	0	1	3	4	1	2	1	0	0	0	0	0	0	0	1	1	3
OTU9214	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	1	0	0	9	7
OTU9215	0	0	0	18	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0
OTU9216	0	0	0	0	0	0	0	5	0	1	0	0	1	0	0	13	0	0	2	0
OTU9217	0	7	2	0	6	2	2	0	1	0	1	0	0	0	0	0	0	1	0	0
OTU9218	0	0	0	1	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0
OTU9219	0	1	3	0	0	2	0	1	0	0	0	0	0	0	1	0	11	2	0	1
OTU9220	0	0	0	0	0	0	0	12	9	0	0	0	0	0	0	0	0	1	0	0
OTU9221	0	0	0	0	0	1	10	1	5	1	0	0	0	0	0	0	0	0	0	4
OTU9222	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	11	0
OTU9223	0	0	0	0	1	0	1	2	3	0	0	0	0	0	0	0	4	4	2	5
OTU9224	0	0	1	0	0	1	12	1	5	1	0	1	0	0	0	0	0	0	0	0
OTU9225	0	0	1	0	8	0	0	3	7	1	0	0	0	0	2	0	0	0	0	0
OTU9226	0	0	0	19	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU9227	0	0	8	0	2	0	9	0	1	1	0	1	0	0	0	0	0	0	0	0
OTU9228	0	2	3	0	6	0	3	1	3	1	0	0	0	0	0	0	0	0	0	3
OTU9229	0	0	0	0	0	0	2	15	2	3	0	0	0	0	0	0	0	0	0	0
OTU9230	0	0	0	0	0	1	1	1	0	1	0	0	1	0	2	1	2	10	0	2
OTU9231	0	7	0	1	0	0	0	3	2	0	0	0	0	0	0	0	0	9	0	0
OTU9232	0	1	0	1	0	2	1	6	2	0	0	0	0	2	0	0	1	2	1	3
OTU9233	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	3	12	3	0	0
OTU9234	0	0	0	0	0	0	7	10	5	0	0	0	0	0	0	0	0	0	0	0
OTU9235	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	1	15	0
OTU9236	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	7	11	1	1
OTU9237	0	4	1	0	1	3	2	2	0	0	0	1	0	0	0	0	1	7	0	0
OTU9238	0	4	11	1	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0
OTU9239	0	6	0	0	0	0	7	0	0	0	0	0	0	1	0	1	0	0	0	7
OTU9240	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	0	0
OTU9241	0	4	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9242	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	8	0	0	0
OTU9243	0	2	0	6	1	2	2	3	5	1	0	0	0	0	0	0	0	0	0	0
OTU9244	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0
OTU9245	0	4	0	0	0	0	2	0	13	0	0	0	0	2	0	0	1	0	0	0
OTU9246	0	2	0	0	0	1	4	8	6	0	1	0	0	0	0	0	0	0	0	0
OTU9247	0	0	0	0	0	2	0	12	1	0	0	1	0	0	0	0	0	0	2	4
OTU9248	0	0	0	1	0	0	7	6	6	2	0	0	0	0	0	0	0	0	0	0
OTU9249	0	0	0	0	0	0	2	8	10	0	0	0	0	0	0	0	0	0	2	0
OTU9250	0	0	0	0	0	2	2	0	0	2	0	1	0	0	0	0	11	0	4	0
OTU9251	0	10	3	0	0	0	1	0	3	1	0	0	1	0	0	0	0	2	0	1
OTU9252	0	0	0	1	0	0	3	6	2	0	0	0	0	0	0	0	0	8	1	0
OTU9253	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	14	0
OTU9254	0	3	1	0	1	0	1	0	6	0	0	2	0	0	1	1	1	2	0	2
OTU9255	0	1	0	0	0	0	0	1	5	0	0	0	0	2	0	0	0	2	8	2
OTU9256	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	8	4	4
OTU9257	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
OTU9258	0	2	4	1	9	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0
OTU9259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0
OTU9260	0	0	0	0	0	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0
OTU9261	0	0	0	0	0	0	3	6	8	3	1	0	0	0	0	0	0	0	0	0
OTU9262	2	1	5	1	0	4	2	1	1	0	0	0	0	0	0	0	0	1	3	0
OTU9263	0	2	0	0	0	3	0	1	0	1	0	0	0	0	1	0	5	4	3	1
OTU9264	0	2	1	0	2	2	4	1	1	0	0	0	0	0	0	0	0	4	3	1
OTU9265	0	7	0	0	0	1	0	1	0	0	0	0	0	0	3	0	2	4	1	2
OTU9266	0	0	0	0	0	0	0	0	2	8	0	0	0	0	1	0	2	7	1	0
OTU9267	0	0	0	0	0	1	5	2	4	1	0	0	1	0	0	0	4	0	0	3
OTU9268	0	0	0	2	1	2	1	5	7	2	0	0	0	0	0	0	1	0	0	0
OTU9269	0	1	1	0	0	0	5	3	6	0	0	0	0	0	0	0	5	0	0	0
OTU9270	0	0	1	0	1	0	2	0	2	0	0	0	0	0	2	1	0	8	4	0
OTU9271	0	0	12	0	2	0	2	1	0	0	0	0	0	0	1	1	2	0	0	0
OTU9272	0	0	1	0	0	0	0	1	10	0	0	0	0	0	0	0	0	6	1	2
OTU9273	0	0	0	0	0	0	0	12	9	0	0	0	0	0	0	0	0	0	0	0
OTU9274	0	2	0	0	0	4	6	5	2	0	0	0	0	0	0	0	0	0	0	2
OTU9275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	18
OTU9276	0	0	1	0	2	1	1	4	3	1	0	0	0	0	3	3	1	0	1	0
OTU9277	0	4	6	0	0	1	1	3	3	2	0	0	0	0	0	0	0	1	0	0
OTU9278	0	3	0	1	2	1	6	6	1	1	0	0	0	0	0	0	0	0	0	0
OTU9279	0	0	0	0	0	0	3	1	0	1	0	0	0	0	1	1	2	10	2	0
OTU9280	0	0	0	6	1	4	1	0	1	0	0	0	0	0	1	0	1	3	3	0
OTU9281	0	0	0	0	0	1	3	3	1	0	0	2	0	0	0	0	0	11	0	0
OTU9282	0	0	0	0	7	8	0	3	2	1	0	0	0	0	0	0	0	0	0	0
OTU9283	0	0	0	6	0	0	2	4	1	0	0	0	0	0	0	1	2	4	0	1
OTU9284	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9285	0	0	0	0	0	14	0	6	0	1	0	0	0	0	0	0	0	0	0	0
OTU9286	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU9287	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
OTU9288	0	1	1	0	2	5	2	2	2	3	0	1	0	1	0	0	1	0	0	0
OTU9289	0	9	0	4	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0	2
OTU9290	0	1	2	0	6	2	1	2	6	1	0	0	0	0	0	0	0	0	0	0
OTU9291	0	0	1	0	1	0	1	0	1	2	0	0	0	1	1	0	6	6	0	1
OTU9292	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	3	11	1	2
OTU9293	0	0	0	1	0	0	1	2	2	0	0	0	0	0	0	0	3	9	2	1
OTU9294	0	1	2	1	0	1	1	8	4	2	1	0	0	0	0	0	0	0	0	0
OTU9295	0	6	1	0	0	0	0	3	1	0	0	0	0	0	0	1	2	4	1	2
OTU9296	0	0	0	0	6	0	1	1	3	6	0	1	1	0	0	0	0	0	2	0
OTU9297	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU9298	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9299	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	2	11	4	0
OTU9300	0	0	0	0	0	0	12	0	3	0	0	0	0	0	0	0	6	0	0	0
OTU9301	0	3	0	0	0	1	1	0	2	0	0	0	0	1	0	1	0	9	3	0
OTU9302	0	0	0	0	1	0	1	1	0	2	0	0	0	2	2	2	3	1	3	3
OTU9303	0	3	0	0	0	4	1	4	5	3	1	0	0	0	0	0	0	0	0	0
OTU9304	0	1	5	0	1	3	3	2	5	1	0	0	0	0	0	0	0	0	0	0
OTU9305	0	0	0	0	0	6	4	0	0	4	0	0	7	0	0	0	0	0	0	0
OTU9306	0	0	1	0	1	0	4	0	0	1	0	1	0	0	0	1	6	4	2	0
OTU9307	0	0	0	2	7	0	7	2	0	0	1	0	0	0	0	0	0	1	0	1
OTU9308	0	1	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9309	0	0	1	5	0	0	2	1	10	2	0	0	0	0	0	0	0	0	0	0
OTU9310	0	0	0	0	1	0	2	2	2	5	0	0	0	0	0	1	2	2	0	4
OTU9311	0	1	3	0	4	10	0	1	0	2	0	0	0	0	0	0	0	0	0	0
OTU9312	0	8	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	8	0
OTU9313	0	0	0	0	0	0	5	2	1	0	0	0	0	0	0	0	13	0	0	0
OTU9314	0	0	0	1	0	0	3	0	14	0	0	0	0	0	0	0	0	0	0	3
OTU9315	0	0	0	0	0	0	6	0	15	0	0	0	0	0	0	0	0	0	0	0
OTU9316	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	18	0	0
OTU9317	0	1	1	0	0	0	0	9	4	4	1	1	0	0	0	0	0	0	0	0
OTU9318	0	1	0	0	1	1	0	14	2	0	0	0	0	0	1	0	1	0	0	0
OTU9319	0	5	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0
OTU9320	0	0	17	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
OTU9321	0	2	0	0	0	0	7	6	6	0	0	0	0	0	0	0	0	0	0	0
OTU9322	0	4	0	3	5	1	3	2	1	1	1	0	0	0	0	0	0	0	0	0
OTU9323	0	1	1	0	0	0	6	6	4	0	0	0	0	1	0	1	0	1	0	0
OTU9324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
OTU9325	0	8	1	0	0	3	1	6	0	0	0	0	0	0	0	0	1	0	0	1
OTU9326	0	0	0	0	0	0	1	6	14	0	0	0	0	0	0	0	0	0	0	0
OTU9327	0	2	1	0	0	1	0	5	10	2	0	0	0	0	0	0	0	0	0	0
OTU9328	0	0	0	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	9
OTU9329	0	1	0	0	0	1	0	4	4	2	0	0	0	0	0	0	2	6	1	0
OTU9330	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	6	3
OTU9331	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	3	12	0
OTU9332	0	1	0	3	11	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0
OTU9333	0	0	1	0	0	2	1	0	2	0	0	0	1	0	0	1	2	3	2	6
OTU9334	0	0	0	0	0	0	0	5	4	1	0	0	0	0	0	0	0	9	0	2
OTU9335	0	1	0	0	0	1	10	1	1	0	1	1	0	0	0	1	0	2	2	0
OTU9336	0	0	0	3	0	0	1	1	3	0	0	0	0	0	1	0	0	9	1	2
OTU9337	0	1	0	16	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU9338	0	0	0	0	1	14	0	3	1	0	0	0	0	1	0	0	0	0	1	0
OTU9339	0	0	0	0	0	5	9	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU9340	0	0	0	0	0	0	5	6	0	2	0	0	1	0	0	3	4	0	0	0
OTU9341	0	0	5	1	7	1	3	1	1	2	0	0	0	0	0	0	0	0	0	0
OTU9342	0	0	0	0	0	0	7	5	9	0	0	0	0	0	0	0	0	0	0	0
OTU9343	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	2	8	5	1
OTU9344	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	13	0
OTU9345	0	0	0	0	0	0	1	11	2	1	0	0	0	0	2	0	0	0	4	0
OTU9346	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	9	0	0	4
OTU9347	0	3	0	1	0	0	10	4	0	0	0	0	0	0	0	0	1	2	0	0
OTU9348	0	1	12	0	1	2	0	0	0	0	0	0	0	0	0	0	3	1	1	0
OTU9349	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	12	0	0
OTU9350	0	0	0	6	0	0	1	1	0	0	0	0	2	0	0	0	0	10	0	1
OTU9351	0	6	2	0	2	1	0	0	2	0	0	0	0	0	0	1	1	2	1	3
OTU9352	0	9	2	0	1	2	1	0	3	0	0	0	0	0	2	0	0	1	0	0
OTU9353	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	5	0
OTU9354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	13	0
OTU9355	0	0	0	0	0	0	1	4	8	1	0	0	0	1	0	0	0	5	0	1
OTU9356	0	5	0	0	0	0	1	0	11	0	0	0	0	0	4	0	0	0	0	0
OTU9357	0	1	0	0	0	0	6	4	8	2	0	0	0	0	0	0	0	0	0	0
OTU9358	0	0	0	0	0	0	0	2	13	0	0	0	0	6	0	0	0	0	0	0
OTU9359	0	0	0	0	0	0	3	9	7	2	0	0	0	0	0	0	0	0	0	0
OTU9360	0	0	1	0	0	1	1	1	6	1	0	0	1	0	0	1	1	5	2	0
OTU9361	0	5	0	2	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	1
OTU9362	0	1	1	0	1	2	2	4	2	4	0	0	0	0	1	1	1	1	0	0
OTU9363	0	0	10	0	1	4	0	2	0	0	0	0	1	1	0	0	0	0	2	0
OTU9364	0	1	1	0	0	9	1	3	1	1	0	0	0	0	0	0	0	2	2	0
OTU9365	0	0	0	0	18	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
OTU9366	0	10	5	0	1	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0
OTU9367	0	5	0	0	0	0	0	2	2	0	0	0	0	1	0	4	5	1	0	1
OTU9368	0	0	0	0	0	14	1	0	3	0	0	0	0	0	1	0	0	1	0	1
OTU9369	0	5	2	0	2	1	2	5	4	0	0	0	0	0	0	0	0	0	0	0
OTU9370	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	14	4	0
OTU9371	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9372	0	4	2	2	0	0	5	0	4	0	0	0	1	0	0	0	1	0	1	1
OTU9373	0	7	0	0	6	1	2	1	0	0	0	0	0	0	3	1	0	0	0	0
OTU9374	0	2	1	0	0	15	1	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU9375	0	5	0	0	0	0	0	4	4	1	0	0	0	1	0	0	0	6	0	0
OTU9376	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9377	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	7	7
OTU9378	0	0	0	0	19	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU9379	0	2	1	0	0	1	4	6	6	0	0	0	1	0	0	0	0	0	0	0
OTU9380	0	0	1	0	0	2	1	6	5	3	0	0	1	2	0	0	0	0	0	0
OTU9381	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	1	2	9	3	2
OTU9382	0	0	0	0	0	0	0	2	1	2	0	0	1	0	0	1	1	8	4	1
OTU9383	0	2	4	0	3	3	2	3	2	1	0	0	1	0	0	0	0	0	0	0
OTU9384	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	17	0	0
OTU9385	0	2	2	0	1	1	0	1	5	0	0	0	2	0	0	1	3	1	1	1
OTU9386	5	0	1	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU9387	0	8	3	3	1	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0
OTU9388	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	18	0	0	0
OTU9389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0
OTU9390	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	10	0	0
OTU9391	0	0	3	0	4	2	1	3	4	4	0	0	0	0	0	0	0	0	0	0
OTU9392	0	8	2	1	2	3	2	0	1	0	0	0	0	0	0	0	0	2	0	0
OTU9393	0	0	0	17	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0
OTU9394	0	0	0	0	0	0	2	13	3	3	0	0	0	0	0	0	0	0	0	0
OTU9395	0	1	12	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
OTU9396	0	0	0	0	0	2	7	1	2	0	0	0	0	1	0	1	3	2	2	0
OTU9397	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	1	0	0	0
OTU9398	0	5	3	0	5	2	0	0	3	0	0	0	0	0	0	0	2	0	1	0
OTU9399	0	1	0	0	1	0	2	4	3	0	0	0	0	1	3	0	3	2	1	0
OTU9400	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	8	1	0	1
OTU9401	0	0	0	0	0	2	0	6	2	0	0	0	0	0	0	0	0	11	0	0
OTU9402	0	0	0	0	0	0	9	4	3	0	0	0	1	0	0	0	0	0	0	4
OTU9403	0	2	1	0	1	14	0	1	0	1	0	0	0	0	0	0	0	1	0	0
OTU9404	0	0	0	0	0	0	6	0	0	3	0	1	0	0	0	0	1	0	2	8
OTU9405	0	0	0	0	0	0	0	0	12	0	0	0	0	9	0	0	0	0	0	0
OTU9406	0	10	2	5	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
OTU9407	0	5	4	0	3	3	0	1	2	2	0	1	0	0	0	0	0	0	0	0
OTU9408	0	15	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0
OTU9409	0	0	0	3	1	1	2	1	8	3	0	0	0	0	0	0	1	0	1	0
OTU9410	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU9411	4	0	2	0	0	0	1	3	2	3	0	0	0	0	0	0	2	2	0	1
OTU9412	0	2	1	8	2	0	1	1	2	1	0	0	0	0	0	0	1	0	0	1
OTU9413	0	4	1	0	0	1	2	11	1	0	0	0	0	0	0	0	0	0	0	0
OTU9414	0	0	0	0	0	0	2	2	6	0	0	0	1	0	0	0	9	0	0	0
OTU9415	0	2	0	0	1	0	1	3	7	3	0	0	0	0	2	0	0	1	0	0
OTU9416	0	3	1	0	1	0	4	4	1	2	0	0	0	0	0	0	1	2	1	0
OTU9417	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0
OTU9418	0	0	0	0	0	0	6	1	13	0	0	0	0	0	0	0	0	0	0	0
OTU9419	0	8	1	0	0	0	0	0	1	0	0	0	0	3	1	4	1	0	1	0
OTU9420	0	1	0	0	0	4	4	9	0	1	0	0	0	0	0	1	0	0	0	0
OTU9421	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	11	0	0	0
OTU9422	0	0	0	9	1	3	4	0	2	0	0	0	0	0	0	0	0	1	0	0
OTU9423	0	0	0	0	0	0	0	9	3	1	0	0	0	0	0	0	7	0	0	0
OTU9424	0	2	0	3	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0
OTU9425	0	3	0	0	0	2	6	3	3	1	0	0	0	0	0	0	1	0	1	0
OTU9426	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	15	3	0
OTU9427	0	0	3	0	1	2	1	5	7	0	0	1	0	0	0	0	0	0	0	0
OTU9428	0	3	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	2	0
OTU9429	0	0	6	0	5	0	0	1	1	0	0	1	0	1	0	0	3	0	1	1
OTU9430	0	2	1	1	8	0	0	2	1	4	1	0	0	0	0	0	0	0	0	0
OTU9431	0	1	0	0	0	1	2	4	3	1	0	0	1	0	0	1	3	2	1	0
OTU9432	0	4	1	0	0	2	2	7	1	2	0	0	0	0	0	1	0	0	0	0
OTU9433	0	0	2	8	0	0	0	3	6	0	0	0	0	0	0	0	0	1	0	0
OTU9434	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	16	0	0	0
OTU9435	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	11	5	2
OTU9436	0	8	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9437	0	1	0	0	1	0	2	2	2	1	0	0	0	0	0	0	2	7	1	1
