OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU9576	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	?
OTU9580	Bacteria	SAR324 clade(Marine group B)	?	?	?	?	?
OTU9582	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	?
OTU9581	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	?	uncultured Alphaproteobacteria bacterium	?
OTU9583	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	?	?	?
OTU9579	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	?	?
OTU9585	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	?
OTU9578	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU9584	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU9586	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneria	?
OTU9591	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	?	?	?
OTU9592	Bacteria	Latescibacterota	?	?	?	?	?
OTU9589	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU9590	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	?	?
OTU9593	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	?	?
OTU9594	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	?
OTU9596	Bacteria	Planctomycetota	OM190	?	?	?	?
OTU9597	Bacteria	?	?	?	?	?	?
OTU9577	Eukaryota	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Physodermataceae	?	?
OTU9599	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	?	?
OTU9598	Bacteria	Patescibacteria	Parcubacteria	Candidatus Zambryskibacteria	?	?	?
OTU9601	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	metagenome
OTU9600	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	?	?	?
OTU9602	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	?	metagenome
OTU9603	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella	?
OTU9604	Bacteria	MBNT15	uncultured Syntrophobacteraceae bacterium	?	?	?	?
OTU9605	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?
OTU9609	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	?	?
OTU9595	Eukaryota	Euglenozoa	Kinetoplastea	Neobodonida	?	?	?
OTU9606	Bacteria	Dependentiae	Babeliae	Babeliales	?	?	?
OTU9608	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	?	?
OTU9607	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	?	?
OTU9610	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GOUTA6	metagenome
OTU9611	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9612	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	?	?
OTU9613	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU9615	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	?	?
OTU9614	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	?	?
OTU9620	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Pseudarcicella	?
OTU9616	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	?
OTU9617	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU9618	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	?	?	?
OTU9619	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	?	?
OTU9622	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9621	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU9623	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	?
OTU9624	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	?	?	?
OTU9626	Bacteria	Acidobacteriota	Subgroup 22	uncultured Acidobacteriaceae bacterium	?	?	?
OTU9625	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9628	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	?	?
OTU9629	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	?
OTU9627	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	?
OTU9630	Bacteria	Myxococcota	Polyangia	mle1-27	metagenome	?	?
OTU9632	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	?	?
OTU9635	Bacteria	Myxococcota	Polyangia	mle1-27	metagenome	?	?
OTU9636	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9633	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	?	?	?
OTU9634	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	?
OTU9639	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Dinghuibacter	metagenome
OTU9638	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	?
OTU9640	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9642	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9641	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	?	?
OTU9643	Bacteria	Patescibacteria	Parcubacteria	Candidatus Zambryskibacteria	?	?	?
OTU9637	Bacteria	?	?	?	?	?	?
OTU9644	Bacteria	Chloroflexi	JG30-KF-CM66	?	?	?	?
OTU9645	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	?	?
OTU9646	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	?	?
OTU9652	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	?	?	?
OTU9647	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU9651	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9655	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	?	?
OTU9648	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	?	?
OTU9650	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	?	?
OTU9654	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	?
OTU9653	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	?	?
OTU9656	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	?	?	?
OTU9657	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?
OTU9660	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	?	?	?
OTU9663	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	?
OTU9661	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	metagenome	?
OTU9664	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Emticicia	?
OTU9662	Bacteria	?	?	?	?	?	?
OTU9667	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	?	?
OTU9666	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	?	?	?
OTU9668	Bacteria	Planctomycetota	OM190	?	?	?	?
OTU9665	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	?	?	?
OTU9659	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU9670	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	?	?
OTU9669	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	?	?	?
OTU9671	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	?
OTU9674	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	?	?
OTU9673	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
OTU9672	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	?	?
OTU9675	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9677	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	?	?	?
OTU9676	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU9678	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	metagenome	?	?
OTU9680	Bacteria	Planctomycetota	Phycisphaerae	S-70	bacterium enrichment culture clone SRAO_22	?	?
OTU9679	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	?	?	?
OTU9682	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	?
OTU9681	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU9685	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9684	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	?	?
OTU9686	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	?	?
OTU9683	Bacteria	Patescibacteria	Gracilibacteria	wastewater metagenome	?	?	?
OTU9687	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	?	?	?
OTU9688	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	?	?
OTU9689	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	?	?
OTU9696	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	?	?
OTU9690	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	metagenome
OTU9691	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	metagenome
OTU9692	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	?	?
OTU9694	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
OTU9693	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	?	?
OTU9695	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU9697	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	?	?	?
OTU9698	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9700	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	?	?	?
OTU9699	Bacteria	Chloroflexi	SL56 marine group	marine metagenome	?	?	?
OTU9702	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	?	?
OTU9701	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Parageobacillus toebii
OTU9704	Bacteria	Proteobacteria	Alphaproteobacteria	?	Lacibacterium aquatile	?	?
OTU9705	Bacteria	Chloroflexi	KD4-96	?	?	?	?
OTU9711	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	?
OTU9708	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	?
OTU9706	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	?	?	?
OTU9707	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	?	?
OTU9710	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	?	?
OTU9709	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	?
OTU9712	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	?	?
OTU9713	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9714	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	?	?
OTU9715	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD3-93	?	?
OTU9716	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9719	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	?	?
OTU9717	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9721	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9718	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9723	Bacteria	NB1-j	uncultured Desulfoglaeba sp.	?	?	?	?
OTU9720	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	?	?	?
OTU9726	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9722	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	?	?	?
OTU9725	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	?	?
OTU9724	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	?	?
OTU9727	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea	?
OTU9729	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	?	?
OTU9728	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9730	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	?	?
OTU9736	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9731	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	?	?
OTU9733	Bacteria	Patescibacteria	Parcubacteria	Candidatus Lloydbacteria	Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_02_FULL_50_18	?	?
OTU9732	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	?	?
OTU9734	Bacteria	Proteobacteria	Alphaproteobacteria	?	Lacibacterium aquatile	?	?
OTU9735	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	?	?
OTU9737	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	?
OTU9739	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	?	?
OTU9740	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	?	?
OTU9738	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	C1-B045	?
OTU9743	Bacteria	Patescibacteria	Parcubacteria	?	?	?	?
OTU9744	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	?
OTU9741	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9742	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Longivirga	?
OTU9745	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	?	?	?
OTU9746	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	?
OTU9747	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU9748	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	?	?
OTU9751	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	?	?
OTU9749	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	?
OTU9750	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	?	?
OTU9752	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	?	?
OTU9753	Bacteria	Myxococcota	Polyangia	mle1-27	metagenome	?	?
OTU9756	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	?	?	?
OTU9755	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	?	?
OTU9754	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU9760	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9757	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU9758	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU9759	Bacteria	Desulfobacterota	?	?	?	?	?
OTU9764	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	?	?
OTU9762	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	?	?
OTU9763	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	?
OTU9767	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter	?
OTU9761	Bacteria	Patescibacteria	Parcubacteria	Candidatus Jorgensenbacteria	Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9	?	?
OTU9766	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9765	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9770	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	?	?
OTU9768	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	?	?
OTU9774	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	?	?
OTU9772	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9771	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	?	?	?
OTU9773	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	?
OTU9775	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	uncultured Candidatus Dependentiae bacterium	?
OTU9769	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU9776	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	?	?
OTU9777	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	?
OTU9783	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	?	?
OTU9779	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	?
OTU9778	Bacteria	Proteobacteria	?	?	?	?	?
OTU9785	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	?
OTU9780	Bacteria	Patescibacteria	Parcubacteria	uncultured Parcubacteria group bacterium	?	?	?
OTU9782	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	?	?
OTU9787	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	metagenome
OTU9784	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	?	?	?
OTU9781	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	C1-B045	?
OTU9790	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	?
OTU9786	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	?	?
OTU9788	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	uncultured soil bacterium	?	?
OTU9792	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	?	?
OTU9791	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	?
OTU9796	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
OTU9794	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	metagenome
OTU9799	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	?	?
OTU9789	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Abawacabacteria	?	?	?
OTU9802	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	?
OTU9798	Bacteria	Chloroflexi	Anaerolineae	?	?	?	?
OTU9795	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	?	?
OTU9797	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	?	?
OTU9801	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	?	?	?
OTU9800	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9803	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9804	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	?	?
OTU9805	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	?	?
OTU9806	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	?	?	?
OTU9807	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9808	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	?
OTU9814	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	?
OTU9809	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	?	?
OTU9810	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD3-93	?	?
OTU9812	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9815	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	?	?
OTU9817	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	?	?	?
OTU9818	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	?	?
OTU9824	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	?	?
OTU9822	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	Synechococcus sp.
OTU9819	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 12	?	?	?
OTU9821	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	?	?	?
OTU9811	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	?	?	?
OTU9820	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	?	?	?
OTU9823	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	?	?	?
OTU9825	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	?	?	?
OTU9827	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	?	?
OTU9826	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	?
OTU9829	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9831	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	?	?
OTU9837	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?
OTU9832	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	?
OTU9834	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	?
OTU9833	Bacteria	Acidobacteriota	Subgroup 22	?	?	?	?
OTU9836	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	metagenome
OTU9835	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	?	?
OTU9838	Bacteria	?	?	?	?	?	?
OTU9840	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9841	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	metagenome	?
OTU9839	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9844	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	?
OTU9845	Bacteria	SAR324 clade(Marine group B)	?	?	?	?	?
OTU9842	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	?	?	?
OTU9843	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	?	?
OTU9828	Eukaryota	Diatomea	Bacillariophyceae	?	?	?	Achnanthidium minutissimum
OTU9850	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Microcystis PCC-7914	Radiocystis sp.
OTU9846	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	B1-7BS	metagenome	?
OTU9849	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerosinus	?
OTU9847	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	?	?	?
OTU9853	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	?
OTU9851	Bacteria	Proteobacteria	Gammaproteobacteria	CCM19a	?	?	?
OTU9852	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9848	Bacteria	?	?	?	?	?	?
OTU9856	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9855	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	uncultured euryarchaeote	?	?
OTU9859	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU9854	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	?
OTU9858	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	?	?
OTU9857	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU9860	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	?
OTU9861	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	?	?	?
OTU9865	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9862	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	LiUU-11-161	?	?
